	genome_name	genome_name	genome_name	genome_name
28901.8624	15	1	Salmonella enterica strain CVM N32769	15
28901.8625	15	1	Salmonella enterica strain CVM N32770	15
28901.8626	15	1	Salmonella enterica strain CVM N32771	15
28901.8627	15	1	Salmonella enterica strain CVM N32774	15
28901.8628	15	1	Salmonella enterica strain CVM N32776	15
28901.8629	15	1	Salmonella enterica strain CVM N32777	15
28901.863	27	1	Salmonella enterica strain CVM 43842	27
28901.8630	15	1	Salmonella enterica strain CVM N32778	15
28901.8631	15	1	Salmonella enterica strain CVM N32780	15
28901.8632	15	1	Salmonella enterica strain CVM N32784	15
28901.8633	15	1	Salmonella enterica strain CVM N32785	15
28901.8634	15	1	Salmonella enterica strain CVM N32786	15
28901.8635	15	1	Salmonella enterica strain CVM N32787	15
28901.8636	15	1	Salmonella enterica strain CVM N32789	15
28901.8637	15	1	Salmonella enterica strain CVM N32790	15
28901.8638	15	1	Salmonella enterica strain CVM N35516	15
28901.8639	15	1	Salmonella enterica strain CVM N35517	15
28901.864	27	1	Salmonella enterica strain CVM N40366	27
28901.8640	15	1	Salmonella enterica strain CVM N35518	15
28901.8641	15	1	Salmonella enterica strain CVM N35519	15
28901.8642	15	1	Salmonella enterica strain CVM N37894	15
28901.8643	15	1	Salmonella enterica strain CVM N37895	15
28901.8644	15	1	Salmonella enterica strain CVM N37896	15
28901.8645	15	1	Salmonella enterica strain CVM N37897	15
28901.8646	15	1	Salmonella enterica strain CVM N37898	15
28901.8647	15	1	Salmonella enterica strain CVM N37899	15
28901.8648	15	1	Salmonella enterica strain CVM N37900	15
28901.8649	15	1	Salmonella enterica strain CVM N37901	15
28901.8650	15	1	Salmonella enterica strain CVM N37902	15
28901.8651	15	1	Salmonella enterica strain CVM N37903	15
28901.8652	15	1	Salmonella enterica strain CVM N37904	15
28901.8653	15	1	Salmonella enterica strain CVM N37905	15
28901.8654	15	1	Salmonella enterica strain CVM N37906	15
28901.8655	15	1	Salmonella enterica strain CVM N37908	15
28901.8656	15	1	Salmonella enterica strain CVM N37909	15
28901.8657	15	1	Salmonella enterica strain CVM N37911	15
28901.8658	15	1	Salmonella enterica strain CVM N37912	15
28901.8659	15	1	Salmonella enterica strain CVM N37913	15
28901.8660	15	1	Salmonella enterica strain CVM N37915	15
28901.8661	15	1	Salmonella enterica strain CVM N37916	15
28901.8662	14	1	Salmonella enterica strain CVM N37919	14
28901.8663	15	1	Salmonella enterica strain CVM N37921	15
28901.8664	14	1	Salmonella enterica strain CVM N37920	14
28901.8665	15	1	Salmonella enterica strain CVM N37922	15
28901.8666	15	1	Salmonella enterica strain CVM N37923	15
28901.8667	15	1	Salmonella enterica strain CVM N37924	15
28901.8668	15	1	Salmonella enterica strain CVM N37926	15
28901.8669	15	1	Salmonella enterica strain CVM N37927	15
28901.8670	15	1	Salmonella enterica strain CVM N37929	15
28901.8671	15	1	Salmonella enterica strain CVM N37928	15
28901.8672	15	1	Salmonella enterica strain CVM N37930	15
28901.8673	15	1	Salmonella enterica strain CVM N37932	15
28901.8674	15	1	Salmonella enterica strain CVM N37933	15
28901.8675	15	1	Salmonella enterica strain CVM N37934	15
28901.8676	15	1	Salmonella enterica strain CVM N37935	15
28901.8677	15	1	Salmonella enterica strain CVM N37936	15
28901.8678	15	1	Salmonella enterica strain CVM N37937	15
28901.8679	15	1	Salmonella enterica strain CVM N37939	15
28901.8680	15	1	Salmonella enterica strain CVM N37940	15
28901.8681	15	1	Salmonella enterica strain CVM N37942	15
28901.8682	15	1	Salmonella enterica strain CVM N37943	15
28901.8683	14	1	Salmonella enterica strain CVM N37944	14
28901.8684	15	1	Salmonella enterica strain CVM N37945	15
28901.8685	15	1	Salmonella enterica strain CVM N37946	15
28901.8686	15	1	Salmonella enterica strain CVM N37947	15
28901.8687	15	1	Salmonella enterica strain CVM N37948	15
28901.8688	15	1	Salmonella enterica strain CVM N37949	15
28901.8689	15	1	Salmonella enterica strain CVM N38187	15
28901.8690	15	1	Salmonella enterica strain CVM N38188	15
28901.8691	15	1	Salmonella enterica strain CVM N38230	15
28901.8692	15	1	Salmonella enterica strain CVM N38231	15
28901.8693	15	1	Salmonella enterica strain CVM N38233	15
28901.8694	15	1	Salmonella enterica strain CVM N38235	15
28901.8695	15	1	Salmonella enterica strain CVM N38239	15
28901.8696	15	1	Salmonella enterica strain CVM N38242	15
28901.8697	15	1	Salmonella enterica strain CVM N38245	15
28901.8698	15	1	Salmonella enterica strain CVM N38246	15
28901.8699	15	1	Salmonella enterica strain CVM N38846	15
28901.8700	15	1	Salmonella enterica strain CVM N38847	15
28901.8701	15	1	Salmonella enterica strain CVM N38849	15
28901.8702	15	1	Salmonella enterica strain CVM N38850	15
28901.8703	15	1	Salmonella enterica strain CVM N38852	15
28901.8704	15	1	Salmonella enterica strain CVM N38853	15
28901.8705	15	1	Salmonella enterica strain CVM N38854	15
28901.8706	15	1	Salmonella enterica strain CVM N38856	15
28901.8707	15	1	Salmonella enterica strain CVM N38857	15
28901.8708	15	1	Salmonella enterica strain CVM N38859	15
28901.8709	15	1	Salmonella enterica strain CVM N38862	15
28901.8710	15	1	Salmonella enterica strain CVM N38863	15
28901.8711	15	1	Salmonella enterica strain CVM N38865	15
28901.8712	15	1	Salmonella enterica strain CVM N38866	15
28901.8713	15	1	Salmonella enterica strain CVM N38867	15
28901.8714	15	1	Salmonella enterica strain CVM N38872	15
28901.8715	15	1	Salmonella enterica strain CVM N38875	15
28901.8716	15	1	Salmonella enterica strain CVM N38877	15
28901.8717	15	1	Salmonella enterica strain CVM N38878	15
28901.8718	15	1	Salmonella enterica strain CVM N38879	15
28901.8719	15	1	Salmonella enterica strain CVM N38880	15
28901.8720	15	1	Salmonella enterica strain CVM N38881	15
28901.8721	15	1	Salmonella enterica strain CVM N38883	15
28901.8722	15	1	Salmonella enterica strain CVM N38884	15
28901.8723	15	1	Salmonella enterica strain CVM N38887	15
28901.8724	15	1	Salmonella enterica strain CVM N38888	15
28901.8725	15	1	Salmonella enterica strain CVM N38889	15
28901.8726	15	1	Salmonella enterica strain CVM N38890	15
28901.8727	15	1	Salmonella enterica strain CVM N38895	15
28901.8728	15	1	Salmonella enterica strain CVM N38892	15
28901.8729	15	1	Salmonella enterica strain CVM N38896	15
28901.8730	15	1	Salmonella enterica strain CVM N38897	15
28901.8731	15	1	Salmonella enterica strain CVM N38898	15
28901.8732	15	1	Salmonella enterica strain CVM N38899	15
28901.8733	15	1	Salmonella enterica strain CVM N38900	15
28901.8734	15	1	Salmonella enterica strain CVM N38901	15
28901.8735	15	1	Salmonella enterica strain CVM N38902	15
28901.8736	15	1	Salmonella enterica strain CVM N38904	15
28901.8737	15	1	Salmonella enterica strain CVM N38905	15
28901.8738	15	1	Salmonella enterica strain CVM N38906	15
28901.8739	15	1	Salmonella enterica strain CVM N38907	15
28901.8740	15	1	Salmonella enterica strain CVM N38908	15
28901.8741	15	1	Salmonella enterica strain CVM N38911	15
28901.8742	15	1	Salmonella enterica strain CVM N38912	15
28901.8743	15	1	Salmonella enterica strain CVM N38913	15
28901.8744	15	1	Salmonella enterica strain CVM N38915	15
28901.8745	15	1	Salmonella enterica strain CVM N38916	15
28901.8746	15	1	Salmonella enterica strain CVM N38918	15
28901.8747	15	1	Salmonella enterica strain CVM N38919	15
28901.8748	15	1	Salmonella enterica strain CVM N38920	15
28901.8749	15	1	Salmonella enterica strain CVM N38922	15
28901.8750	15	1	Salmonella enterica strain CVM N38923	15
28901.8751	15	1	Salmonella enterica strain CVM N38924	15
28901.8752	15	1	Salmonella enterica strain CVM N38926	15
28901.8753	15	1	Salmonella enterica strain CVM N38927	15
28901.8754	15	1	Salmonella enterica strain CVM N38928	15
28901.8755	15	1	Salmonella enterica strain CVM N38930	15
28901.8756	15	1	Salmonella enterica strain CVM N38931	15
28901.8757	15	1	Salmonella enterica strain CVM N38932	15
28901.8758	15	1	Salmonella enterica strain CVM N38933	15
28901.8759	15	1	Salmonella enterica strain CVM N38934	15
28901.8760	15	1	Salmonella enterica strain CVM N38935	15
28901.8761	15	1	Salmonella enterica strain CVM N38936	15
28901.8762	15	1	Salmonella enterica strain CVM N38937	15
28901.8763	15	1	Salmonella enterica strain CVM N38938	15
28901.8764	15	1	Salmonella enterica strain CVM N38939	15
28901.8765	15	1	Salmonella enterica strain CVM N38940	15
28901.8766	15	1	Salmonella enterica strain CVM N38941	15
28901.8767	15	1	Salmonella enterica strain CVM N38942	15
28901.8768	15	1	Salmonella enterica strain CVM N39589	15
28901.8769	15	1	Salmonella enterica strain CVM N39847	15
28901.8770	15	1	Salmonella enterica strain CVM N39848	15
28901.8771	15	1	Salmonella enterica strain CVM N39849	15
28901.8772	15	1	Salmonella enterica strain CVM N39850	15
28901.8773	15	1	Salmonella enterica strain CVM N39851	15
28901.8774	15	1	Salmonella enterica strain CVM N39852	15
28901.8775	15	1	Salmonella enterica strain CVM N39853	15
28901.8776	15	1	Salmonella enterica strain CVM N39854	15
28901.8777	15	1	Salmonella enterica strain CVM N39855	15
28901.8778	15	1	Salmonella enterica strain CVM N39856	15
28901.8779	15	1	Salmonella enterica strain CVM N39857	15
28901.8780	15	1	Salmonella enterica strain CVM N39858	15
28901.8781	15	1	Salmonella enterica strain CVM N39860	15
28901.8782	15	1	Salmonella enterica strain CVM N39861	15
28901.8783	15	1	Salmonella enterica strain CVM N39862	15
28901.8784	15	1	Salmonella enterica strain CVM N39864	15
28901.8785	15	1	Salmonella enterica strain CVM N39865	15
28901.8786	15	1	Salmonella enterica strain CVM N40363	15
28901.8787	15	1	Salmonella enterica strain CVM N40364	15
28901.8788	15	1	Salmonella enterica strain CVM N40365	15
28901.8789	15	1	Salmonella enterica strain CVM N40369	15
28901.8790	15	1	Salmonella enterica strain CVM N40370	15
28901.8791	15	1	Salmonella enterica strain CVM N40371	15
28901.8792	15	1	Salmonella enterica strain CVM N40372	15
28901.8793	15	1	Salmonella enterica strain CVM N40373	15
28901.8794	15	1	Salmonella enterica strain CVM N40378	15
28901.8795	15	1	Salmonella enterica strain CVM N40380	15
28901.8796	15	1	Salmonella enterica strain CVM N40381	15
28901.8797	15	1	Salmonella enterica strain CVM N40382	15
28901.8798	15	1	Salmonella enterica strain CVM N40383	15
28901.8799	15	1	Salmonella enterica strain CVM N40385	15
28901.8800	15	1	Salmonella enterica strain CVM N40388	15
28901.8801	15	1	Salmonella enterica strain CVM N40389	15
28901.8802	15	1	Salmonella enterica strain CVM N40390	15
28901.8803	15	1	Salmonella enterica strain CVM N40391	15
28901.8804	15	1	Salmonella enterica strain CVM N40392	15
28901.8805	15	1	Salmonella enterica strain CVM N40393	15
28901.8806	15	1	Salmonella enterica strain CVM N40394	15
28901.8807	15	1	Salmonella enterica strain CVM N40396	15
28901.8808	15	1	Salmonella enterica strain CVM N40397	15
28901.8809	15	1	Salmonella enterica strain CVM N40398	15
28901.8810	15	1	Salmonella enterica strain CVM N40399	15
28901.8811	15	1	Salmonella enterica strain CVM N40400	15
28901.8812	15	1	Salmonella enterica strain CVM N40401	15
28901.8813	15	1	Salmonella enterica strain CVM N40402	15
28901.8814	15	1	Salmonella enterica strain CVM N40403	15
28901.8815	15	1	Salmonella enterica strain CVM N40404	15
28901.8816	15	1	Salmonella enterica strain CVM N40405	15
28901.8817	15	1	Salmonella enterica strain CVM N40406	15
28901.8818	15	1	Salmonella enterica strain CVM N40407	15
28901.8819	15	1	Salmonella enterica strain CVM N40409	15
28901.8820	15	1	Salmonella enterica strain CVM N40410	15
28901.8821	15	1	Salmonella enterica strain CVM N40411	15
28901.8822	15	1	Salmonella enterica strain CVM N40412	15
28901.8823	15	1	Salmonella enterica strain CVM N40415	15
28901.8824	15	1	Salmonella enterica strain CVM N40417	15
28901.8825	15	1	Salmonella enterica strain CVM N40418	15
28901.8826	15	1	Salmonella enterica strain CVM N40419	15
28901.8827	15	1	Salmonella enterica strain CVM N40420	15
28901.8828	14	1	Salmonella enterica strain CVM N40421	14
28901.8829	15	1	Salmonella enterica strain CVM N40919	15
28901.8830	15	1	Salmonella enterica strain CVM N40921	15
28901.8831	15	1	Salmonella enterica strain CVM N40922	15
28901.8832	15	1	Salmonella enterica strain CVM N40923	15
28901.8833	15	1	Salmonella enterica strain CVM N40924	15
28901.8834	15	1	Salmonella enterica strain CVM N40926	15
28901.8835	15	1	Salmonella enterica strain CVM N40927	15
28901.8836	15	1	Salmonella enterica strain CVM N40928	15
28901.8837	15	1	Salmonella enterica strain CVM N40929	15
28901.8838	15	1	Salmonella enterica strain CVM N40930	15
28901.8839	15	1	Salmonella enterica strain CVM N40931	15
28901.8840	15	1	Salmonella enterica strain CVM N40933	15
28901.8841	15	1	Salmonella enterica strain CVM N40934	15
28901.8842	15	1	Salmonella enterica strain CVM N40936	15
28901.8843	15	1	Salmonella enterica strain CVM N40937	15
28901.8844	15	1	Salmonella enterica strain CVM N40938	15
28901.8845	15	1	Salmonella enterica strain CVM N40940	15
28901.8846	15	1	Salmonella enterica strain CVM N41729	15
28901.8847	15	1	Salmonella enterica strain CVM N41730	15
28901.8848	15	1	Salmonella enterica strain CVM N41731	15
28901.8849	15	1	Salmonella enterica strain CVM N41732	15
28901.8850	15	1	Salmonella enterica strain CVM N41735	15
28901.8851	15	1	Salmonella enterica strain CVM N41736	15
28901.8852	15	1	Salmonella enterica strain CVM N41737	15
28901.8853	15	1	Salmonella enterica strain CVM N41738	15
28901.8854	15	1	Salmonella enterica strain CVM N41739	15
28901.8855	15	1	Salmonella enterica strain CVM N41740	15
28901.8856	15	1	Salmonella enterica strain CVM N41741	15
28901.8857	15	1	Salmonella enterica strain CVM N41742	15
28901.8858	15	1	Salmonella enterica strain CVM N41743	15
28901.8859	15	1	Salmonella enterica strain CVM N41744	15
28901.8860	15	1	Salmonella enterica strain CVM N41745	15
28901.8861	15	1	Salmonella enterica strain CVM N41748	15
28901.8862	15	1	Salmonella enterica strain CVM N41749	15
28901.8863	15	1	Salmonella enterica strain CVM N41750	15
28901.8864	15	1	Salmonella enterica strain CVM N41752	15
28901.8865	15	1	Salmonella enterica strain CVM N41753	15
28901.8866	15	1	Salmonella enterica strain CVM N41754	15
28901.8867	15	1	Salmonella enterica strain CVM N41755	15
28901.8868	15	1	Salmonella enterica strain CVM N41896	15
28901.8869	15	1	Salmonella enterica strain CVM N41897	15
28901.8870	15	1	Salmonella enterica strain CVM N41898	15
28901.8871	15	1	Salmonella enterica strain CVM N41899	15
28901.8872	15	1	Salmonella enterica strain CVM N41901	15
28901.8873	15	1	Salmonella enterica strain CVM N41902	15
28901.8874	15	1	Salmonella enterica strain CVM N41903	15
28901.8875	15	1	Salmonella enterica strain CVM N41905	15
28901.8876	15	1	Salmonella enterica strain CVM N41907	15
28901.8877	15	1	Salmonella enterica strain CVM N41908	15
28901.8878	15	1	Salmonella enterica strain CVM N41910	15
28901.8879	15	1	Salmonella enterica strain CVM N41911	15
28901.8880	15	1	Salmonella enterica strain CVM N41912	15
28901.8881	15	1	Salmonella enterica strain CVM N41914	15
28901.8882	15	1	Salmonella enterica strain CVM N41915	15
28901.8883	15	1	Salmonella enterica strain CVM N41917	15
28901.8884	15	1	Salmonella enterica strain CVM N41916	15
28901.8885	15	1	Salmonella enterica strain CVM N41918	15
28901.8886	15	1	Salmonella enterica strain CVM N41919	15
28901.8887	15	1	Salmonella enterica strain CVM N41920	15
28901.8888	15	1	Salmonella enterica strain CVM N41921	15
28901.8889	15	1	Salmonella enterica strain CVM N41922	15
28901.8890	15	1	Salmonella enterica strain CVM N41923	15
28901.8891	15	1	Salmonella enterica strain CVM N41925	15
28901.8892	15	1	Salmonella enterica strain CVM N41926	15
28901.8893	15	1	Salmonella enterica strain CVM N42230	15
28901.8894	15	1	Salmonella enterica strain CVM N42231	15
28901.8895	15	1	Salmonella enterica strain CVM N42234	15
28901.8896	15	1	Salmonella enterica strain CVM N42236	15
28901.8897	14	1	Salmonella enterica strain CVM N42238	14
28901.8898	15	1	Salmonella enterica strain CVM N42240	15
28901.8899	15	1	Salmonella enterica strain CVM N42241	15
28901.8900	15	1	Salmonella enterica strain CVM N42328	15
28901.8901	15	1	Salmonella enterica strain CVM N42329	15
28901.8902	15	1	Salmonella enterica strain CVM N42330	15
28901.8903	15	1	Salmonella enterica strain CVM N42331	15
28901.8904	15	1	Salmonella enterica strain CVM N42332	15
28901.8905	15	1	Salmonella enterica strain CVM N42333	15
28901.8906	15	1	Salmonella enterica strain CVM N42334	15
28901.8907	15	1	Salmonella enterica strain CVM N42335	15
28901.8908	15	1	Salmonella enterica strain CVM N42338	15
28901.8909	15	1	Salmonella enterica strain CVM N42449	15
28901.8910	15	1	Salmonella enterica strain CVM N42452	15
28901.8911	15	1	Salmonella enterica strain CVM N42454	15
28901.8912	15	1	Salmonella enterica strain CVM N42455	15
28901.8913	15	1	Salmonella enterica strain CVM N42456	15
28901.8914	15	1	Salmonella enterica strain CVM N42457	15
28901.8915	15	1	Salmonella enterica strain CVM N42459	15
28901.8916	15	1	Salmonella enterica strain CVM N42460	15
28901.8917	15	1	Salmonella enterica strain CVM N42461	15
28901.8918	15	1	Salmonella enterica strain CVM N42462	15
28901.8919	15	1	Salmonella enterica strain CVM N42463	15
28901.8920	15	1	Salmonella enterica strain CVM N42464	15
28901.8921	15	1	Salmonella enterica strain CVM N42465	15
28901.8922	15	1	Salmonella enterica strain CVM N42466	15
28901.8923	15	1	Salmonella enterica strain CVM N42470	15
28901.8924	15	1	Salmonella enterica strain CVM N42471	15
28901.8925	15	1	Salmonella enterica strain CVM N42474	15
28901.8926	15	1	Salmonella enterica strain CVM N42475	15
28901.8927	15	1	Salmonella enterica strain CVM N42476	15
28901.8928	15	1	Salmonella enterica strain CVM N42478	15
28901.8929	15	1	Salmonella enterica strain CVM N42481	15
28901.8930	15	1	Salmonella enterica strain CVM N42483	15
28901.8931	15	1	Salmonella enterica strain CVM N42485	15
28901.8932	15	1	Salmonella enterica strain CVM N42484	15
28901.8933	15	1	Salmonella enterica strain CVM N42486	15
28901.8934	15	1	Salmonella enterica strain CVM N42488	15
28901.8935	15	1	Salmonella enterica strain CVM N42489	15
28901.8936	15	1	Salmonella enterica strain CVM N42490	15
28901.8937	15	1	Salmonella enterica strain CVM N42491	15
28901.8938	15	1	Salmonella enterica strain CVM N42493	15
28901.8939	15	1	Salmonella enterica strain CVM N42494	15
28901.8940	15	1	Salmonella enterica strain CVM N42495	15
28901.8941	15	1	Salmonella enterica strain CVM N42496	15
28901.8942	15	1	Salmonella enterica strain CVM N42497	15
28901.8943	15	1	Salmonella enterica strain CVM N42498	15
28901.8944	15	1	Salmonella enterica strain CVM N42499	15
28901.8945	15	1	Salmonella enterica strain CVM N42503	15
28901.8946	15	1	Salmonella enterica strain CVM N42501	15
28901.8947	15	1	Salmonella enterica strain CVM N42504	15
28901.8948	15	1	Salmonella enterica strain CVM N42505	15
28901.8949	15	1	Salmonella enterica strain CVM N42506	15
28901.8950	15	1	Salmonella enterica strain CVM N42509	15
28901.8954	15	1	Salmonella enterica strain CVM N42514	15
28901.8955	15	1	Salmonella enterica strain CVM N42516	15
28901.8956	15	1	Salmonella enterica strain CVM N42517	15
28901.8957	15	1	Salmonella enterica strain CVM N42519	15
28901.8958	15	1	Salmonella enterica strain CVM N42520	15
28901.8959	15	1	Salmonella enterica strain CVM N42522	15
28901.8960	15	1	Salmonella enterica strain CVM N42523	15
28901.8961	15	1	Salmonella enterica strain CVM N42524	15
28901.8962	15	1	Salmonella enterica strain CVM N42527	15
28901.8963	15	1	Salmonella enterica strain CVM N43240	15
28901.8964	15	1	Salmonella enterica strain CVM N43446	15
28901.8965	14	1	Salmonella enterica strain CVM N52005	14
28901.8966	14	1	Salmonella enterica strain CVM N52006	14
28901.8967	14	1	Salmonella enterica strain CVM N52007	14
28901.8968	14	1	Salmonella enterica strain CVM N52008	14
28901.8969	14	1	Salmonella enterica strain CVM N52015	14
28901.8970	14	1	Salmonella enterica strain CVM N52016	14
28901.8971	14	1	Salmonella enterica strain CVM N52017	14
28901.8972	14	1	Salmonella enterica strain CVM N52018	14
28901.8973	14	1	Salmonella enterica strain CVM N52019	14
28901.8974	14	1	Salmonella enterica strain CVM N52020	14
28901.8975	14	1	Salmonella enterica strain CVM N52021	14
28901.8976	14	1	Salmonella enterica strain CVM N52022	14
28901.8977	14	1	Salmonella enterica strain CVM N52023	14
28901.8978	14	1	Salmonella enterica strain CVM N52024	14
28901.8979	14	1	Salmonella enterica strain CVM N52025	14
28901.8980	14	1	Salmonella enterica strain CVM N52026	14
28901.8981	14	1	Salmonella enterica strain CVM N52027	14
28901.8982	14	1	Salmonella enterica strain CVM N52028	14
28901.8983	14	1	Salmonella enterica strain CVM N52029	14
28901.8984	14	1	Salmonella enterica strain CVM N52030	14
28901.8985	14	1	Salmonella enterica strain CVM N52031	14
28901.8986	14	1	Salmonella enterica strain CVM N52032	14
28901.8987	14	1	Salmonella enterica strain CVM N52033	14
28901.8988	14	1	Salmonella enterica strain CVM N52034	14
28901.8989	14	1	Salmonella enterica strain CVM N52035	14
28901.8990	14	1	Salmonella enterica strain CVM N52036	14
28901.8991	14	1	Salmonella enterica strain CVM N52037	14
28901.8992	14	1	Salmonella enterica strain CVM N52038	14
28901.8993	14	1	Salmonella enterica strain CVM N52039	14
28901.8994	14	1	Salmonella enterica strain CVM N52040	14
28901.8995	14	1	Salmonella enterica strain CVM N52041	14
28901.8996	14	1	Salmonella enterica strain CVM N52042	14
28901.8997	14	1	Salmonella enterica strain CVM N52043	14
28901.8998	14	1	Salmonella enterica strain CVM N52044	14
28901.8999	14	1	Salmonella enterica strain CVM N52045	14
28901.9000	14	1	Salmonella enterica strain CVM N52046	14
28901.9001	14	1	Salmonella enterica strain CVM N52047	14
28901.9002	14	1	Salmonella enterica strain CVM N52048	14
28901.9003	14	1	Salmonella enterica strain CVM N52049	14
28901.9004	14	1	Salmonella enterica strain CVM N52050	14
28901.9005	14	1	Salmonella enterica strain CVM N52051	14
28901.9006	14	1	Salmonella enterica strain CVM N52052	14
28901.9007	14	1	Salmonella enterica strain CVM N52053	14
28901.9008	14	1	Salmonella enterica strain CVM N52054	14
28901.9009	14	1	Salmonella enterica strain CVM N52055	14
28901.9010	14	1	Salmonella enterica strain CVM N52056	14
28901.9011	14	1	Salmonella enterica strain CVM N52057	14
28901.9012	14	1	Salmonella enterica strain CVM N52058	14
28901.9013	14	1	Salmonella enterica strain CVM N52059	14
28901.9014	14	1	Salmonella enterica strain CVM N52060	14
28901.9015	14	1	Salmonella enterica strain CVM N52061	14
28901.9016	14	1	Salmonella enterica strain CVM N52062	14
28901.9017	14	1	Salmonella enterica strain CVM N52063	14
28901.9018	14	1	Salmonella enterica strain CVM N52846PS	14
28901.9019	14	1	Salmonella enterica strain CVM N53009	14
28901.9020	14	1	Salmonella enterica strain CVM N53010	14
28901.9021	14	1	Salmonella enterica strain CVM N53011	14
28901.9022	14	1	Salmonella enterica strain CVM N53012	14
28901.9023	14	1	Salmonella enterica strain CVM N53013	14
28901.9024	14	1	Salmonella enterica strain CVM N53014	14
28901.9025	14	1	Salmonella enterica strain CVM N53015	14
28901.9026	14	1	Salmonella enterica strain CVM N53016	14
28901.9027	14	1	Salmonella enterica strain CVM N53017	14
28901.9028	14	1	Salmonella enterica strain CVM N53018	14
28901.9029	14	1	Salmonella enterica strain CVM N53019	14
28901.9030	14	1	Salmonella enterica strain CVM N53020	14
28901.9031	14	1	Salmonella enterica strain CVM N53021	14
28901.9032	14	1	Salmonella enterica strain CVM N53022	14
28901.9033	14	1	Salmonella enterica strain CVM N53023	14
28901.9034	14	1	Salmonella enterica strain CVM N53024	14
28901.9035	14	1	Salmonella enterica strain CVM N53025	14
28901.9036	14	1	Salmonella enterica strain CVM N53027	14
28901.9037	14	1	Salmonella enterica strain CVM N53028	14
28901.9038	14	1	Salmonella enterica strain CVM N53029	14
28901.9039	14	1	Salmonella enterica strain CVM N53030	14
28901.9040	14	1	Salmonella enterica strain CVM N53031	14
28901.9041	14	1	Salmonella enterica strain CVM N53032	14
28901.9042	14	1	Salmonella enterica strain CVM N53033	14
28901.9043	14	1	Salmonella enterica strain CVM N53034	14
28901.9044	14	1	Salmonella enterica strain CVM N53035	14
28901.9045	14	1	Salmonella enterica strain CVM N53036	14
28901.9046	14	1	Salmonella enterica strain CVM N53037	14
28901.9047	14	1	Salmonella enterica strain CVM N53038	14
28901.9048	14	1	Salmonella enterica strain CVM N53039	14
28901.9049	14	1	Salmonella enterica strain CVM N53040	14
28901.9050	14	1	Salmonella enterica strain CVM N53041	14
28901.9051	14	1	Salmonella enterica strain CVM N53042	14
28901.9052	14	1	Salmonella enterica strain CVM N53044	14
28901.9053	14	1	Salmonella enterica strain CVM N53045	14
28901.9054	14	1	Salmonella enterica strain CVM N53046	14
28901.9055	14	1	Salmonella enterica strain CVM N53047	14
28901.9056	14	1	Salmonella enterica strain CVM N53048	14
28901.9057	14	1	Salmonella enterica strain CVM N53050	14
28901.9058	14	1	Salmonella enterica strain CVM N53049	14
28901.9059	14	1	Salmonella enterica strain CVM N53051	14
28901.9060	14	1	Salmonella enterica strain CVM N53052	14
28901.9061	14	1	Salmonella enterica strain CVM N53053	14
28901.9062	14	1	Salmonella enterica strain CVM N53054	14
28901.9063	14	1	Salmonella enterica strain CVM N53055	14
28901.9064	14	1	Salmonella enterica strain CVM N53056	14
28901.9065	14	1	Salmonella enterica strain CVM N53057	14
28901.9066	14	1	Salmonella enterica strain CVM N53058	14
28901.9067	14	1	Salmonella enterica strain CVM N53059	14
28901.9068	14	1	Salmonella enterica strain CVM N53060	14
28901.9069	14	1	Salmonella enterica strain CVM N53061	14
28901.9070	14	1	Salmonella enterica strain CVM N53062	14
28901.9071	14	1	Salmonella enterica strain CVM N53063	14
28901.9072	14	1	Salmonella enterica strain CVM N53064	14
28901.9073	14	1	Salmonella enterica strain CVM N53065	14
28901.9074	14	1	Salmonella enterica strain CVM N53066	14
28901.9075	14	1	Salmonella enterica strain CVM N53067	14
28901.9076	14	1	Salmonella enterica strain CVM N53069	14
28901.9077	14	1	Salmonella enterica strain CVM N53070	14
28901.9078	14	1	Salmonella enterica strain CVM N53071	14
28901.9079	14	1	Salmonella enterica strain CVM N53072	14
28901.9080	14	1	Salmonella enterica strain CVM N53073	14
28901.9081	14	1	Salmonella enterica strain CVM N53074	14
28901.9082	14	1	Salmonella enterica strain CVM N53075	14
28901.9083	14	1	Salmonella enterica strain CVM N53076	14
28901.9084	14	1	Salmonella enterica strain CVM N53077	14
28901.9085	14	1	Salmonella enterica strain CVM N53078	14
28901.9086	14	1	Salmonella enterica strain CVM N53079	14
28901.9087	14	1	Salmonella enterica strain CVM N53080	14
28901.9088	14	1	Salmonella enterica strain CVM N53081	14
28901.9089	14	1	Salmonella enterica strain CVM N53082	14
28901.9090	14	1	Salmonella enterica strain CVM N53083	14
28901.9091	14	1	Salmonella enterica strain CVM N53827	14
28901.9092	14	1	Salmonella enterica strain CVM N53828	14
28901.9093	14	1	Salmonella enterica strain CVM N53829	14
28901.9094	14	1	Salmonella enterica strain CVM N53830	14
28901.9095	14	1	Salmonella enterica strain CVM N53831	14
28901.9096	14	1	Salmonella enterica strain CVM N53832	14
28901.9097	14	1	Salmonella enterica strain CVM N53833	14
28901.9098	14	1	Salmonella enterica strain CVM N53834	14
28901.9099	14	1	Salmonella enterica strain CVM N53835	14
28901.9100	14	1	Salmonella enterica strain CVM N53836	14
28901.9101	14	1	Salmonella enterica strain CVM N53837	14
28901.9102	14	1	Salmonella enterica strain CVM N53838	14
28901.9103	14	1	Salmonella enterica strain CVM N53840	14
28901.9104	14	1	Salmonella enterica strain CVM N53839	14
28901.9105	14	1	Salmonella enterica strain CVM N53841	14
28901.9106	14	1	Salmonella enterica strain CVM N53842	14
